t,true_x,true_y,true_theta,dr_x,dr_y,dr_theta,ekf_x,ekf_y,ekf_theta,ekf_var_x,ekf_var_y,ekf_var_theta,enc_v,enc_omega,imu_yaw,n_lidar_clusters,min_obstacle_range
6.8500,9.39506,6.36264,0.51336,9.38972,6.35263,0.49055,9.38677,6.35775,0.49710,3.697090e-03,3.486505e-03,9.802193e-05,1.15600,-0.05181,0.51312,3,4.91317
6.9000,9.44472,6.39064,0.51336,9.44123,6.38014,0.49369,9.43755,6.38661,0.50108,3.705979e-03,3.495115e-03,9.802178e-05,1.16800,0.06284,0.52153,2,4.92664
6.9500,9.49437,6.41863,0.51336,9.49211,6.40752,0.48971,9.48795,6.41486,0.49750,3.714826e-03,3.503599e-03,9.802164e-05,1.15550,-0.07964,0.50741,2,4.95836
7.0000,9.54402,6.44662,0.51336,9.54221,6.43423,0.48839,9.53747,6.44262,0.49673,3.723613e-03,3.511870e-03,9.802152e-05,1.13550,-0.02644,0.51013,2,4.87287
7.0500,9.59367,6.47461,0.51336,9.59299,6.46121,0.48261,9.58820,6.46971,0.49069,3.732446e-03,3.520292e-03,9.802140e-05,1.15000,-0.11554,0.48440,3,4.92905
7.1000,9.64333,6.50261,0.51336,9.64368,6.48777,0.48356,9.63812,6.49767,0.49247,3.741267e-03,3.528651e-03,9.802129e-05,1.14450,0.01907,0.51255,2,4.91055
7.1500,9.69298,6.53060,0.51336,9.69348,6.51392,0.48390,9.68722,6.52512,0.49349,3.750026e-03,3.536806e-03,9.802119e-05,1.12500,0.00661,0.51061,3,4.86338
7.2000,9.74263,6.55859,0.51336,9.74369,6.54031,0.48085,9.73611,6.55392,0.49204,3.758814e-03,3.545063e-03,9.802110e-05,1.13450,-0.06082,0.53093,3,4.94437
7.2500,9.79228,6.58659,0.51336,9.79425,6.56668,0.47821,9.78569,6.58211,0.49042,3.767621e-03,3.553381e-03,9.802102e-05,1.14050,-0.05281,0.51552,3,4.94373
7.3000,9.84194,6.61458,0.51336,9.84510,6.59304,0.47499,9.83575,6.60993,0.48789,3.776445e-03,3.561751e-03,9.802094e-05,1.14550,-0.06451,0.50487,2,4.91875
7.3500,9.89159,6.64257,0.51336,9.89659,6.61952,0.47940,9.88603,6.63865,0.49359,3.785310e-03,3.570251e-03,9.802087e-05,1.15800,0.08816,0.52513,2,4.96565
7.4000,9.94124,6.67057,0.51336,9.94696,6.64571,0.48212,9.93526,6.66694,0.49745,3.794101e-03,3.578520e-03,9.802080e-05,1.13550,0.05439,0.52548,2,4.93807
7.4500,9.99089,6.69856,0.51336,9.99762,6.67222,0.48314,9.98492,6.69530,0.49934,3.802912e-03,3.586876e-03,9.802074e-05,1.14350,0.02038,0.52075,3,4.90726
7.5000,10.04055,6.72655,0.51336,10.04708,6.69816,0.48101,10.03367,6.72256,0.49765,3.811639e-03,3.594956e-03,9.802068e-05,1.11700,-0.04240,0.50799,2,5.00538
7.5500,10.09020,6.75455,0.51336,10.09735,6.72440,0.48131,10.08293,6.75066,0.49879,3.820420e-03,3.603213e-03,9.802063e-05,1.13400,0.00587,0.51962,3,4.98131
7.6000,10.13985,6.78254,0.51336,10.14869,6.75121,0.48069,10.13359,6.77875,0.49849,3.829277e-03,3.611729e-03,9.802058e-05,1.15850,-0.01233,0.50619,4,4.95083
7.6500,10.18950,6.81053,0.51336,10.19861,6.77725,0.48521,10.18285,6.80601,0.50328,3.838033e-03,3.619903e-03,9.802054e-05,1.12600,0.09044,0.51003,3,5.02716
7.7000,10.23916,6.83853,0.51336,10.24883,6.80373,0.48120,10.23238,6.83377,0.49958,3.846813e-03,3.628181e-03,9.802049e-05,1.13550,-0.08036,0.50722,3,5.03859
7.7500,10.28881,6.86652,0.51336,10.29845,6.82963,0.47795,10.28087,6.86176,0.49729,3.855547e-03,3.636288e-03,9.802046e-05,1.11950,-0.06500,0.52085,3,4.96326
7.8000,10.33846,6.89451,0.51336,10.34922,6.85593,0.48075,10.33069,6.88983,0.50074,3.864359e-03,3.644644e-03,9.802042e-05,1.14350,0.05603,0.51667,3,5.03346
7.8500,10.38811,6.92251,0.51336,10.40124,6.88307,0.47780,10.38160,6.91901,0.49862,3.873261e-03,3.653320e-03,9.802039e-05,1.17350,-0.05904,0.51890,2,5.01831
7.9000,10.43777,6.95050,0.51336,10.45161,6.90915,0.48081,10.43083,6.94721,0.50252,3.882043e-03,3.661584e-03,9.802036e-05,1.13450,0.06039,0.52414,3,5.06992
7.9500,10.48742,6.97849,0.51336,10.50111,6.93497,0.48506,10.47947,6.97463,0.50719,3.890765e-03,3.669662e-03,9.802033e-05,1.11650,0.08491,0.51771,3,5.07503
8.0000,10.53707,7.00649,0.51336,10.55054,6.96102,0.48063,10.52826,7.00186,0.50285,3.899483e-03,3.677756e-03,9.802030e-05,1.11750,-0.08853,0.50480,2,5.08653
8.0500,10.58672,7.03448,0.51337,10.60221,6.98796,0.47556,10.57933,7.02993,0.49776,3.908359e-03,3.686349e-03,9.802028e-05,1.16550,-0.10141,0.49742,3,5.12127
8.1000,10.63638,7.06247,0.51337,10.65355,7.01440,0.47326,10.62946,7.05862,0.49637,3.917206e-03,3.694828e-03,9.802026e-05,1.15500,-0.04604,0.51874,3,5.06945
8.1500,10.68603,7.09047,0.51337,10.70444,7.04046,0.47139,10.67973,7.08585,0.49450,3.926019e-03,3.703184e-03,9.802024e-05,1.14350,-0.03749,0.49452,3,5.16764
8.2000,10.73568,7.11846,0.51337,10.75503,7.06625,0.47520,10.72896,7.11416,0.49943,3.934808e-03,3.711454e-03,9.802022e-05,1.13550,0.07617,0.52682,3,5.16149
8.2500,10.78534,7.14645,0.51337,10.80513,7.09203,0.47177,10.77793,7.14206,0.49675,3.943566e-03,3.719640e-03,9.802020e-05,1.12700,-0.06853,0.51504,4,5.12442
8.3000,10.83499,7.17445,0.51337,10.85678,7.11837,0.47579,10.82899,7.16952,0.50062,3.952428e-03,3.728166e-03,9.802019e-05,1.15950,0.08042,0.49714,3,5.18077
8.3500,10.88464,7.20244,0.51337,10.90785,7.14469,0.47720,10.87909,7.19765,0.50249,3.961254e-03,3.736585e-03,9.802017e-05,1.14900,0.02824,0.51359,3,5.20857
8.4000,10.93429,7.23043,0.51337,10.95850,7.17088,0.47514,10.92884,7.22551,0.50076,3.970051e-03,3.744916e-03,9.802016e-05,1.14050,-0.04118,0.50883,3,5.20779
8.4500,10.98395,7.25843,0.51337,11.00899,7.19685,0.47798,10.97851,7.25303,0.50381,3.978835e-03,3.753193e-03,9.802015e-05,1.13550,0.05684,0.50894,4,5.22654
8.5000,11.03360,7.28642,0.51337,11.05918,7.22285,0.48069,11.02785,7.28061,0.50675,3.987599e-03,3.761420e-03,9.802014e-05,1.13050,0.05406,0.51259,4,5.28072
8.5500,11.08325,7.31441,0.51337,11.10965,7.24917,0.47983,11.07750,7.30846,0.50608,3.996385e-03,3.769735e-03,9.802013e-05,1.13850,-0.01719,0.51064,3,5.24967
8.6000,11.13290,7.34241,0.51337,11.16043,7.27560,0.48180,11.12766,7.33605,0.50792,4.005193e-03,3.778117e-03,9.802012e-05,1.14500,0.03948,0.50460,4,5.26520
8.6500,11.18256,7.37040,0.51337,11.21046,7.30176,0.47741,11.17679,7.36385,0.50381,4.013948e-03,3.786333e-03,9.802011e-05,1.12900,-0.08793,0.51078,3,5.34222
8.7000,11.23221,7.39839,0.51337,11.26124,7.32803,0.47594,11.22657,7.39200,0.50278,4.022753e-03,3.794696e-03,9.802010e-05,1.14350,-0.02932,0.51367,3,5.37189
8.7500,11.28186,7.42639,0.51337,11.31099,7.35368,0.47303,11.27502,7.42005,0.50076,4.031484e-03,3.802807e-03,9.802009e-05,1.11950,-0.05814,0.52242,4,5.31341
8.8000,11.33151,7.45438,0.51337,11.36160,7.37958,0.47377,11.32479,7.44753,0.50165,4.040272e-03,3.811099e-03,9.802008e-05,1.13700,0.01479,0.50538,4,5.41694
8.8500,11.38117,7.48237,0.51337,11.41399,7.40644,0.47181,11.37564,7.47725,0.50084,4.049187e-03,3.819818e-03,9.802008e-05,1.17750,-0.03929,0.52903,4,5.45906
8.9000,11.43082,7.51037,0.51337,11.46661,7.43329,0.46772,11.42671,7.50698,0.49786,4.058116e-03,3.828581e-03,9.802007e-05,1.18150,-0.08177,0.52505,4,5.49518
8.9500,11.48047,7.53836,0.51337,11.51771,7.45910,0.46965,11.47606,7.53605,0.50121,4.066933e-03,3.836956e-03,9.802007e-05,1.14500,0.03863,0.53591,4,5.38465
9.0000,11.53012,7.56635,0.51337,11.56868,7.48496,0.46935,11.52614,7.56360,0.50098,4.075740e-03,3.845313e-03,9.802006e-05,1.14300,-0.00597,0.50272,3,5.48980
9.0500,11.57978,7.59435,0.51337,11.61842,7.51019,0.46920,11.57510,7.59031,0.50077,4.084460e-03,3.853380e-03,9.802006e-05,1.11550,-0.00299,0.49917,3,5.57264
9.1000,11.62943,7.62234,0.51337,11.66868,7.53567,0.46882,11.62490,7.61668,0.49983,4.093217e-03,3.861567e-03,9.802005e-05,1.12700,-0.00765,0.48621,4,5.51524
9.1500,11.67908,7.65033,0.51337,11.71924,7.56128,0.47018,11.67458,7.64397,0.50129,4.101995e-03,3.869822e-03,9.802005e-05,1.13350,0.02720,0.50383,3,5.52066
9.2000,11.72873,7.67833,0.51337,11.76956,7.58685,0.46896,11.72336,7.67241,0.50115,4.110757e-03,3.878031e-03,9.802004e-05,1.12900,-0.02436,0.52753,3,5.45273
9.2500,11.77839,7.70632,0.51337,11.81923,7.61202,0.46803,11.77153,7.70037,0.50120,4.119471e-03,3.886077e-03,9.802004e-05,1.11350,-0.01869,0.52538,4,5.43981
9.3000,11.82804,7.73431,0.51337,11.86981,7.63758,0.46687,11.82081,7.72837,0.50067,4.128247e-03,3.894332e-03,9.802004e-05,1.13350,-0.02323,0.51609,5,5.39886
9.3500,11.87769,7.76231,0.51337,11.92044,7.66310,0.47250,11.87035,7.75595,0.50660,4.137026e-03,3.902593e-03,9.802003e-05,1.13400,0.11265,0.51396,5,5.39950
9.4000,11.92734,7.79030,0.51337,11.97062,7.68875,0.47517,11.91934,7.78381,0.50969,4.145776e-03,3.910786e-03,9.802003e-05,1.12700,0.05341,0.51999,4,5.30214
9.4500,11.97700,7.81829,0.51337,12.02157,7.71496,0.47192,11.96925,7.81196,0.50660,4.154583e-03,3.919181e-03,9.802003e-05,1.14600,-0.06492,0.51047,4,5.27608
9.5000,12.02665,7.84629,0.51337,12.07241,7.74091,0.46725,12.01879,7.84033,0.50248,4.163380e-03,3.927526e-03,9.802003e-05,1.14150,-0.09346,0.51603,4,5.26995
9.5500,12.07630,7.87428,0.51337,12.12312,7.76650,0.46682,12.06821,7.86833,0.50258,4.172163e-03,3.935810e-03,9.802002e-05,1.13600,-0.00863,0.51549,4,5.23330
9.6000,12.12595,7.90227,0.51337,12.17415,7.79222,0.46140,12.11748,7.89734,0.49838,4.180968e-03,3.944166e-03,9.802002e-05,1.14300,-0.10836,0.52824,4,5.18222
9.6500,12.17560,7.93027,0.51337,12.22533,7.81766,0.45902,12.16738,7.92520,0.49644,4.189778e-03,3.952519e-03,9.802002e-05,1.14300,-0.04766,0.50720,2,5.14255
9.7000,12.22526,7.95826,0.51337,12.27629,7.84285,0.45746,12.21653,7.95382,0.49614,4.198570e-03,3.960807e-03,9.802002e-05,1.13700,-0.03107,0.52701,3,5.11260
9.7500,12.27491,7.98625,0.51337,12.32808,7.86834,0.45330,12.26639,7.98294,0.49332,4.207418e-03,3.969279e-03,9.802002e-05,1.15450,-0.08328,0.52632,3,5.07926
9.8000,12.32456,8.01425,0.51337,12.37903,7.89316,0.44845,12.31550,8.01125,0.48967,4.216203e-03,3.977527e-03,9.802002e-05,1.13350,-0.09706,0.51914,3,5.02319
9.8500,12.37421,8.04224,0.51337,12.43010,7.91774,0.44989,12.36478,8.03926,0.49222,4.224990e-03,3.985771e-03,9.802001e-05,1.13350,0.02894,0.51919,3,5.00491
9.9000,12.42387,8.07023,0.51337,12.48305,7.94331,0.45375,12.41645,8.06731,0.49629,4.233908e-03,3.994467e-03,9.802001e-05,1.17600,0.07705,0.50169,4,4.96615
9.9500,12.47352,8.09823,0.51337,12.53424,7.96827,0.45287,12.46582,8.09573,0.49648,4.242707e-03,4.002777e-03,9.802001e-05,1.13900,-0.01752,0.52237,3,4.97416
10.0000,12.52317,8.12622,0.51337,12.58567,7.99330,0.45815,12.51572,8.12370,0.50235,4.251521e-03,4.011140e-03,9.802001e-05,1.14400,0.10564,0.51682,3,4.90416
10.0500,12.57282,8.15422,0.51337,12.63653,8.01837,0.46120,12.56542,8.15099,0.50539,4.260298e-03,4.019403e-03,9.802001e-05,1.13400,0.06090,0.50520,3,4.85051
10.1000,12.62248,8.18221,0.51337,12.68690,8.04341,0.46491,12.61480,8.17794,0.50887,4.269043e-03,4.027575e-03,9.802001e-05,1.12500,0.07432,0.50313,3,4.80286
10.1500,12.67213,8.21020,0.51337,12.73738,8.06873,0.45847,12.66375,8.20611,0.50296,4.277798e-03,4.035797e-03,9.802001e-05,1.12950,-0.12888,0.51617,3,4.77768
10.2000,12.72178,8.23820,0.51337,12.78840,8.09391,0.45931,12.71371,8.23335,0.50366,4.286587e-03,4.044103e-03,9.802001e-05,1.13800,0.01690,0.49994,3,4.76674
10.2500,12.77143,8.26619,0.51337,12.83840,8.11864,0.46327,12.76225,8.26082,0.50806,4.295304e-03,4.052172e-03,9.802001e-05,1.11550,0.07904,0.51916,3,4.73904
10.3000,12.82109,8.29418,0.51337,12.88919,8.14401,0.46249,12.81172,8.28870,0.50750,4.304079e-03,4.060456e-03,9.802001e-05,1.13550,-0.01556,0.51274,3,4.70699
10.3500,12.87074,8.32218,0.51337,12.93944,8.16906,0.46695,12.86134,8.31499,0.51114,4.312815e-03,4.068608e-03,9.802001e-05,1.12300,0.08917,0.49111,3,4.65064
10.4000,12.92039,8.35017,0.51337,12.99020,8.19465,0.46739,12.91101,8.34264,0.51145,4.321592e-03,4.076911e-03,9.802000e-05,1.13700,0.00892,0.50811,3,4.67456
10.4500,12.97004,8.37816,0.51337,13.04020,8.21988,0.46362,12.95962,8.37045,0.50801,4.330314e-03,4.085035e-03,9.802000e-05,1.12000,-0.07542,0.51612,3,4.57791
10.5000,13.01970,8.40616,0.51337,13.09069,8.24513,0.46423,13.00882,8.39813,0.50880,4.339069e-03,4.093251e-03,9.802000e-05,1.12900,0.01217,0.51318,3,4.58358
10.5500,13.06935,8.43415,0.51337,13.14152,8.27058,0.45926,13.05811,8.42648,0.50436,4.347848e-03,4.101550e-03,9.802000e-05,1.13700,-0.09952,0.51759,3,4.55269
10.6000,13.11900,8.46214,0.51337,13.19163,8.29536,0.45849,13.10621,8.45502,0.50485,4.356572e-03,4.109646e-03,9.802000e-05,1.11800,-0.01523,0.53551,3,4.54638
10.6500,13.16865,8.49014,0.51337,13.24160,8.32003,0.45433,13.15467,8.48254,0.50115,4.365285e-03,4.117705e-03,9.802000e-05,1.11450,-0.08329,0.51255,3,4.45842
10.7000,13.21831,8.51813,0.51337,13.29235,8.34481,0.45076,13.20370,8.51059,0.49834,4.374049e-03,4.125917e-03,9.802000e-05,1.12950,-0.07138,0.51694,3,4.49321
10.7500,13.26796,8.54612,0.51337,13.34367,8.36965,0.45165,13.25383,8.53777,0.49916,4.382850e-03,4.134242e-03,9.802000e-05,1.14050,0.01776,0.49747,3,4.46089
10.8000,13.31761,8.57412,0.51337,13.39588,8.39498,0.44987,13.30444,8.56616,0.49788,4.391714e-03,4.142777e-03,9.802000e-05,1.16050,-0.03567,0.51028,3,4.39196
10.8500,13.36726,8.60211,0.51337,13.44575,8.41906,0.45579,13.35346,8.59192,0.50325,4.400412e-03,4.150755e-03,9.802000e-05,1.10750,0.11849,0.48954,3,4.39707
10.9000,13.41692,8.63010,0.51337,13.49675,8.44406,0.45488,13.40285,8.62000,0.50289,4.409194e-03,4.159038e-03,9.802000e-05,1.13600,-0.01825,0.51661,3,4.33770
10.9500,13.46657,8.65810,0.51337,13.54802,8.46913,0.45087,13.45215,8.64879,0.49994,4.417994e-03,4.167378e-03,9.802000e-05,1.14150,-0.08010,0.52565,3,4.24013
11.0000,13.51622,8.68609,0.51337,13.59971,8.49416,0.45329,13.50256,8.67629,0.50234,4.426819e-03,4.175788e-03,9.802000e-05,1.14850,0.04844,0.50194,2,4.28562
11.0500,13.56587,8.71408,0.51337,13.65153,8.51940,0.45495,13.55248,8.70517,0.50491,4.435656e-03,4.184249e-03,9.802000e-05,1.15300,0.03310,0.52735,3,4.26860
11.1000,13.61553,8.74208,0.51337,13.70339,8.54477,0.46026,13.60290,8.73326,0.51037,4.444496e-03,4.192728e-03,9.802000e-05,1.15450,0.10627,0.51380,3,4.24461
11.1500,13.66518,8.77007,0.51337,13.75432,8.57002,0.45578,13.65212,8.76175,0.50647,4.453274e-03,4.201029e-03,9.802000e-05,1.13700,-0.08963,0.52086,4,4.24897
11.2000,13.71483,8.79806,0.51337,13.80611,8.59541,0.45326,13.70262,8.78959,0.50384,4.462109e-03,4.209499e-03,9.802000e-05,1.15350,-0.05038,0.50113,3,4.16876
11.2500,13.76448,8.82606,0.51337,13.85731,8.62035,0.45655,13.75241,8.81724,0.50725,4.470901e-03,4.217815e-03,9.802000e-05,1.13900,0.06576,0.51029,3,4.16157
11.3000,13.81414,8.85405,0.51337,13.90845,8.64546,0.45627,13.80223,8.84490,0.50696,4.479690e-03,4.226139e-03,9.802000e-05,1.13950,-0.00555,0.50659,3,4.10632
11.3500,13.86379,8.88204,0.51337,13.96009,8.67081,0.45704,13.85213,8.87353,0.50831,4.488516e-03,4.234579e-03,9.802000e-05,1.15050,0.01546,0.52236,3,4.07419
11.4000,13.91344,8.91004,0.51337,14.01214,8.69640,0.46091,13.90287,8.90162,0.51206,4.497370e-03,4.243119e-03,9.802000e-05,1.16000,0.07726,0.50937,3,4.05040
11.4500,13.96309,8.93803,0.51337,14.06343,8.72188,0.45300,13.95249,8.93025,0.50461,4.506175e-03,4.251512e-03,9.802000e-05,1.14550,-0.15820,0.51589,3,4.07672
11.5000,14.01275,8.96602,0.51337,14.11475,8.74686,0.45604,14.00233,8.95806,0.50784,4.514974e-03,4.259855e-03,9.802000e-05,1.14150,0.06085,0.51228,3,4.01166
11.5500,14.06240,8.99402,0.51337,14.16622,8.77210,0.45457,14.05243,8.98592,0.50635,4.523786e-03,4.268254e-03,9.802000e-05,1.14650,-0.02931,0.50584,3,3.96339
11.6000,14.11205,9.02201,0.51337,14.21732,8.79708,0.45493,14.10236,9.01315,0.50642,4.532571e-03,4.276557e-03,9.802000e-05,1.13750,0.00705,0.49939,3,3.96659
11.6500,14.16170,9.05000,0.51337,14.26787,8.82180,0.45967,14.15216,9.03939,0.51030,4.541317e-03,4.284735e-03,9.802000e-05,1.12550,0.09482,0.48922,3,3.94529
11.7000,14.21136,9.07800,0.51337,14.31900,8.84711,0.46350,14.20203,9.06709,0.51399,4.550109e-03,4.293078e-03,9.802000e-05,1.14100,0.07657,0.51059,3,3.91580
11.7500,14.26101,9.10599,0.51337,14.36862,8.87192,0.46076,14.25022,9.09457,0.51142,4.558794e-03,4.301096e-03,9.802000e-05,1.10950,-0.05475,0.51564,3,3.88549
11.8000,14.31066,9.13398,0.51337,14.41822,8.89654,0.46702,14.29879,9.12117,0.51726,4.567477e-03,4.309090e-03,9.802000e-05,1.10750,0.12512,0.50714,3,3.85253
11.8500,14.36031,9.16198,0.51337,14.46900,8.92214,0.46471,14.34827,9.14921,0.51489,4.576249e-03,4.317403e-03,9.802000e-05,1.13750,-0.04603,0.51310,3,3.84320
11.9000,14.40997,9.18997,0.51337,14.52103,8.94823,0.45973,14.39920,9.17738,0.50950,4.585111e-03,4.325990e-03,9.802000e-05,1.16400,-0.09971,0.49971,3,3.79658
11.9500,14.45962,9.21796,0.51337,14.57178,8.97335,0.45618,14.44822,9.20573,0.50656,4.593877e-03,4.334243e-03,9.802000e-05,1.13250,-0.07096,0.52131,2,3.77581
12.0000,14.50927,9.24596,0.51337,14.62295,8.99846,0.45614,14.49780,9.23387,0.50691,4.602670e-03,4.342571e-03,9.802000e-05,1.14000,-0.00077,0.51655,3,3.75446
12.0500,14.55892,9.27395,0.51337,14.67426,9.02364,0.45763,14.54747,9.26215,0.50884,4.611472e-03,4.350931e-03,9.802000e-05,1.14300,0.02983,0.51958,2,3.72559
12.1000,14.60858,9.30194,0.51337,14.72517,9.04871,0.45559,14.59684,9.29013,0.50708,4.620246e-03,4.359209e-03,9.802000e-05,1.13500,-0.04082,0.51392,3,3.69965
12.1500,14.65823,9.32994,0.51337,14.77586,9.07355,0.45464,14.64609,9.31771,0.50627,4.629003e-03,4.367423e-03,9.802000e-05,1.12900,-0.01896,0.50959,3,3.65425
12.2000,14.70788,9.35793,0.51337,14.82669,9.09839,0.45757,14.69487,9.34642,0.51024,4.637769e-03,4.375662e-03,9.802000e-05,1.13150,0.05857,0.53586,3,3.65482
12.2500,14.75753,9.38592,0.51337,14.87719,9.12326,0.46030,14.74418,9.37358,0.51269,4.646513e-03,4.383847e-03,9.802000e-05,1.12600,0.05445,0.50592,2,3.63835
12.3000,14.80719,9.41392,0.51337,14.92925,9.14907,0.45753,14.79436,9.40289,0.51059,4.655371e-03,4.392411e-03,9.802000e-05,1.16200,-0.05525,0.52694,3,3.55610
12.3500,14.85684,9.44191,0.51337,14.98074,9.17443,0.45565,14.84435,9.43111,0.50885,4.664186e-03,4.400826e-03,9.802000e-05,1.14800,-0.03761,0.51210,3,3.56303
12.4000,14.90649,9.46990,0.51337,15.03305,9.20006,0.45628,14.89528,9.45937,0.50938,4.673058e-03,4.409418e-03,9.802000e-05,1.16500,0.01258,0.50709,3,3.52482
12.4500,14.95614,9.49790,0.51337,15.08287,9.22451,0.45474,14.94311,9.48757,0.50876,4.681751e-03,4.417436e-03,9.802000e-05,1.11000,-0.03093,0.53157,2,3.49805
12.5000,15.00580,9.52589,0.51337,15.13307,9.24906,0.45566,14.99189,9.51480,0.50971,4.690469e-03,4.425532e-03,9.802000e-05,1.11750,0.01857,0.51014,3,3.44072
12.5500,15.05545,9.55388,0.51337,15.18576,9.27488,0.45489,15.04315,9.54337,0.50889,4.699368e-03,4.434212e-03,9.802000e-05,1.17350,-0.01542,0.50756,3,3.44691
12.6000,15.10510,9.58188,0.51337,15.23719,9.30003,0.45868,15.09366,9.57033,0.51191,4.708175e-03,4.442595e-03,9.802000e-05,1.14500,0.07570,0.49328,3,3.41874
12.6500,15.15475,9.60987,0.51337,15.28818,9.32521,0.45976,15.14323,9.59821,0.51300,4.716955e-03,4.450903e-03,9.802000e-05,1.13750,0.02156,0.51334,2,3.37683
12.7000,15.20441,9.63786,0.51337,15.33949,9.35062,0.46043,15.19363,9.62538,0.51291,4.725758e-03,4.459290e-03,9.802000e-05,1.14500,0.01339,0.49428,3,3.32782
12.7500,15.25406,9.66586,0.51337,15.39004,9.37569,0.45903,15.24202,9.65446,0.51265,4.734508e-03,4.467505e-03,9.802000e-05,1.12850,-0.02795,0.54058,3,3.34455
12.8000,15.30371,9.69385,0.51337,15.44149,9.40112,0.45540,15.29197,9.68274,0.50913,4.743321e-03,4.475923e-03,9.802000e-05,1.14800,-0.07259,0.51168,3,3.31813
12.8500,15.35336,9.72185,0.51337,15.49275,9.42622,0.45663,15.34200,9.71021,0.51007,4.752117e-03,4.484269e-03,9.802000e-05,1.14150,0.02454,0.50311,3,3.25089
12.9000,15.40302,9.74984,0.51337,15.54400,9.45140,0.45597,15.39150,9.73869,0.50991,4.760914e-03,4.492622e-03,9.802000e-05,1.14200,-0.01303,0.52203,3,3.22232
12.9500,15.45267,9.77783,0.51337,15.59516,9.47649,0.45759,15.44094,9.76701,0.51195,4.769702e-03,4.500949e-03,9.802000e-05,1.13950,0.03232,0.52218,3,3.18055
13.0000,15.50232,9.80583,0.51337,15.64623,9.50164,0.45904,15.49098,9.79415,0.51279,4.778486e-03,4.509267e-03,9.802000e-05,1.13850,0.02896,0.49782,3,3.20353
13.0500,15.55197,9.83382,0.51337,15.69746,9.52696,0.45471,15.54066,9.82240,0.50863,4.787283e-03,4.517633e-03,9.802000e-05,1.14300,-0.08665,0.51288,3,3.15359
13.1000,15.60163,9.86181,0.51337,15.74862,9.55197,0.45715,15.59062,9.84974,0.51075,4.796071e-03,4.525953e-03,9.802000e-05,1.13900,0.04894,0.50280,3,3.12732
13.1500,15.65128,9.88981,0.51337,15.80062,9.57755,0.45273,15.64081,9.87873,0.50686,4.804923e-03,4.534484e-03,9.802000e-05,1.15900,-0.08849,0.52009,3,3.07176
13.2000,15.70093,9.91780,0.51337,15.85060,9.60186,0.45194,15.68901,9.90641,0.50665,4.813624e-03,4.542514e-03,9.802000e-05,1.11150,-0.01578,0.52079,3,3.07563
13.2500,15.75058,9.94579,0.51337,15.90291,9.62725,0.45188,15.73989,9.93455,0.50653,4.822493e-03,4.551083e-03,9.802000e-05,1.16300,-0.00115,0.50507,3,3.02931
13.3000,15.80024,9.97379,0.51337,15.95356,9.65184,0.45294,15.78924,9.96165,0.50741,4.831241e-03,4.559265e-03,9.802000e-05,1.12600,0.02108,0.50302,3,3.02135
13.3500,15.84989,10.00178,0.51337,16.00573,9.67723,0.45445,15.83988,9.98998,0.50903,4.840101e-03,4.567809e-03,9.802000e-05,1.16050,0.03028,0.51171,3,2.96757
13.4000,15.89954,10.02977,0.51337,16.05719,9.70237,0.45303,15.88948,10.01864,0.50823,4.848910e-03,4.576198e-03,9.802000e-05,1.14550,-0.02835,0.52330,3,2.96014
13.4500,15.94919,10.05777,0.51337,16.10856,9.72738,0.45228,15.93917,10.04682,0.50779,4.857710e-03,4.584554e-03,9.802000e-05,1.14250,-0.01496,0.51540,3,2.92837
13.5000,15.99885,10.08576,0.51337,16.15967,9.75221,0.45392,15.98894,10.07425,0.50926,4.866492e-03,4.592848e-03,9.802000e-05,1.13650,0.03261,0.50521,3,2.91866
13.5500,16.04850,10.11375,0.51337,16.20975,9.77664,0.46036,16.03780,10.10104,0.51539,4.875200e-03,4.600912e-03,9.802000e-05,1.11450,0.12880,0.50780,3,2.87120
13.6000,16.09815,10.14175,0.51337,16.26187,9.80249,0.45963,16.08829,10.12996,0.51486,4.884062e-03,4.609494e-03,9.802000e-05,1.16350,-0.01451,0.51978,3,2.80321
13.6500,16.14780,10.16974,0.51337,16.31271,9.82765,0.45716,16.13759,10.15801,0.51249,4.892829e-03,4.617774e-03,9.802000e-05,1.13450,-0.04948,0.51485,4,2.82502
13.7000,16.19746,10.19773,0.51337,16.36417,9.85297,0.45226,16.18744,10.18636,0.50778,4.901640e-03,4.626182e-03,9.802000e-05,1.14700,-0.09795,0.51245,3,2.80823
13.7500,16.24711,10.22573,0.51337,16.41586,9.87808,0.45001,16.23734,10.21489,0.50601,4.910464e-03,4.634611e-03,9.802000e-05,1.14950,-0.04495,0.51770,2,2.78297
13.8000,16.29676,10.25372,0.51337,16.46755,9.90305,0.45144,16.28794,10.24201,0.50687,4.919285e-03,4.643023e-03,9.802000e-05,1.14800,0.02867,0.49276,2,2.75360
13.8500,16.34641,10.28171,0.51337,16.51819,9.92760,0.45471,16.33647,10.27053,0.51112,4.928031e-03,4.651200e-03,9.802000e-05,1.12550,0.06526,0.53529,2,2.75203
13.9000,16.39607,10.30971,0.51337,16.56915,9.95252,0.45517,16.38514,10.29972,0.51277,4.936803e-03,4.659476e-03,9.802000e-05,1.13450,0.00930,0.54181,2,2.64696
13.9500,16.44572,10.33770,0.51337,16.62086,9.97783,0.45914,16.43612,10.32652,0.51555,4.945628e-03,4.667931e-03,9.802000e-05,1.15150,0.07936,0.48645,2,2.66436
