t,true_x,true_y,true_theta,dr_x,dr_y,dr_theta,ekf_x,ekf_y,ekf_theta,ekf_var_x,ekf_var_y,ekf_var_theta,enc_v,enc_omega,imu_yaw,n_lidar_clusters,min_obstacle_range
7.0000,9.68522,6.17284,0.46878,9.68323,6.15976,0.44359,9.67846,6.16917,0.45215,3.730514e-03,3.505441e-03,9.802152e-05,1.13550,-0.02644,0.46556,3,4.09876
7.0500,9.73607,6.19859,0.46879,9.73516,6.18444,0.43781,9.73034,6.19397,0.44612,3.739374e-03,3.513836e-03,9.802140e-05,1.15000,-0.11554,0.43982,3,4.04189
7.1000,9.78692,6.22435,0.46879,9.78699,6.20870,0.43876,9.78146,6.21969,0.44789,3.748225e-03,3.522166e-03,9.802129e-05,1.14450,0.01907,0.46797,4,3.98591
7.1500,9.83777,6.25010,0.46879,9.83791,6.23260,0.43910,9.83173,6.24492,0.44892,3.757022e-03,3.530282e-03,9.802119e-05,1.12500,0.00661,0.46603,4,3.96311
7.2000,9.88862,6.27585,0.46879,9.88925,6.25671,0.43605,9.88186,6.27152,0.44747,3.765844e-03,3.538505e-03,9.802110e-05,1.13450,-0.06082,0.48636,3,3.91165
7.2500,9.93947,6.30160,0.46879,9.94094,6.28080,0.43341,9.93264,6.29747,0.44585,3.774683e-03,3.546792e-03,9.802102e-05,1.14050,-0.05281,0.47095,4,3.83458
7.3000,9.99032,6.32736,0.46879,9.99292,6.30485,0.43019,9.98389,6.32303,0.44332,3.783536e-03,3.555133e-03,9.802094e-05,1.14550,-0.06451,0.46030,2,3.80855
7.3500,10.04117,6.35311,0.46879,10.04555,6.32900,0.43460,10.03541,6.34948,0.44901,3.792423e-03,3.563611e-03,9.802087e-05,1.15800,0.08816,0.48056,3,3.71284
7.4000,10.09202,6.37886,0.46879,10.09704,6.35290,0.43732,10.08585,6.37555,0.45288,3.801247e-03,3.571845e-03,9.802080e-05,1.13550,0.05439,0.48090,2,3.68558
7.4500,10.14287,6.40462,0.46879,10.14884,6.37712,0.43834,10.13673,6.40166,0.45477,3.810089e-03,3.580172e-03,9.802074e-05,1.14350,0.02038,0.47618,2,3.62927
7.5000,10.19372,6.43037,0.46879,10.19941,6.40082,0.43621,10.18664,6.42672,0.45307,3.818858e-03,3.588208e-03,9.802068e-05,1.11700,-0.04240,0.46342,4,3.59142
7.5500,10.24457,6.45612,0.46879,10.25080,6.42478,0.43651,10.23710,6.45260,0.45421,3.827675e-03,3.596430e-03,9.802063e-05,1.13400,0.00587,0.47504,2,3.49940
7.6000,10.29542,6.48187,0.46879,10.30329,6.44927,0.43589,10.28896,6.47841,0.45391,3.836555e-03,3.604924e-03,9.802058e-05,1.15850,-0.01233,0.46161,4,3.45625
7.6500,10.34627,6.50763,0.46879,10.35433,6.47304,0.44041,10.33939,6.50344,0.45871,3.845349e-03,3.613058e-03,9.802054e-05,1.12600,0.09044,0.46545,2,3.43170
7.7000,10.39713,6.53338,0.46879,10.40568,6.49724,0.43640,10.39011,6.52897,0.45500,3.854164e-03,3.621303e-03,9.802049e-05,1.13550,-0.08036,0.46265,3,3.34435
7.7500,10.44798,6.55913,0.46879,10.45641,6.52090,0.43315,10.43980,6.55477,0.45271,3.862940e-03,3.629367e-03,9.802046e-05,1.11950,-0.06500,0.47627,3,3.32841
7.8000,10.49883,6.58489,0.46879,10.50831,6.54490,0.43595,10.49081,6.58059,0.45616,3.871782e-03,3.637693e-03,9.802042e-05,1.14350,0.05603,0.47209,3,3.26019
7.8500,10.54968,6.61064,0.46879,10.56150,6.56968,0.43300,10.54298,6.60748,0.45404,3.880700e-03,3.646354e-03,9.802039e-05,1.17350,-0.05904,0.47433,2,3.25550
7.9000,10.60053,6.63639,0.46879,10.61299,6.59348,0.43601,10.59342,6.63346,0.45794,3.889517e-03,3.654583e-03,9.802036e-05,1.13450,0.06039,0.47957,3,3.13357
7.9500,10.65138,6.66214,0.46879,10.66359,6.61705,0.44026,10.64323,6.65868,0.46262,3.898282e-03,3.662617e-03,9.802033e-05,1.11650,0.08491,0.47313,4,3.12269
8.0000,10.70223,6.68790,0.46879,10.71413,6.64087,0.43583,10.69318,6.68371,0.45827,3.907044e-03,3.670668e-03,9.802030e-05,1.11750,-0.08853,0.46022,4,3.07511
8.0500,10.75308,6.71365,0.46879,10.76696,6.66547,0.43076,10.74545,6.70948,0.45319,3.915939e-03,3.679241e-03,9.802028e-05,1.16550,-0.10141,0.45284,4,3.04164
8.1000,10.80393,6.73940,0.46879,10.81944,6.68958,0.42846,10.79681,6.73590,0.45180,3.924811e-03,3.687695e-03,9.802026e-05,1.15500,-0.04604,0.47417,3,2.97918
8.1500,10.85478,6.76516,0.46879,10.87144,6.71334,0.42659,10.84825,6.76087,0.44992,3.933654e-03,3.696022e-03,9.802024e-05,1.14350,-0.03749,0.44995,3,2.92290
8.2000,10.90563,6.79091,0.46879,10.92313,6.73683,0.43040,10.89869,6.78696,0.45485,3.942477e-03,3.704258e-03,9.802022e-05,1.13550,0.07617,0.48225,5,2.84597
8.2500,10.95648,6.81666,0.46879,10.97434,6.76034,0.42697,10.94885,6.81265,0.45217,3.951273e-03,3.712405e-03,9.802020e-05,1.12700,-0.06853,0.47047,4,2.82919
8.3000,11.00733,6.84242,0.46879,11.02711,6.78435,0.43099,11.00109,6.83780,0.45605,3.960157e-03,3.720909e-03,9.802019e-05,1.15950,0.08042,0.45257,6,2.75909
8.3500,11.05818,6.86817,0.46879,11.07931,6.80835,0.43240,11.05239,6.86367,0.45791,3.969011e-03,3.729300e-03,9.802017e-05,1.14900,0.02824,0.46901,4,2.73909
8.4000,11.10903,6.89392,0.46879,11.13108,6.83224,0.43034,11.10334,6.88929,0.45618,3.977840e-03,3.737600e-03,9.802016e-05,1.14050,-0.04118,0.46426,4,2.63774
8.4500,11.15988,6.91967,0.46879,11.18268,6.85593,0.43318,11.15418,6.91456,0.45924,3.986657e-03,3.745843e-03,9.802015e-05,1.13550,0.05684,0.46436,5,2.60388
8.5000,11.21074,6.94543,0.46879,11.23399,6.87966,0.43589,11.20470,6.93992,0.46218,3.995458e-03,3.754033e-03,9.802014e-05,1.13050,0.05406,0.46802,4,2.57480
8.5500,11.26159,6.97118,0.46879,11.28559,6.90369,0.43503,11.25554,6.96553,0.46150,4.004278e-03,3.762314e-03,9.802013e-05,1.13850,-0.01719,0.46607,5,2.53365
8.6000,11.31244,6.99693,0.46879,11.33751,6.92782,0.43700,11.30688,6.99086,0.46334,4.013115e-03,3.770667e-03,9.802012e-05,1.14500,0.03948,0.46002,4,2.48314
8.6500,11.36329,7.02269,0.46879,11.38865,6.95171,0.43261,11.35720,7.01644,0.45923,4.021908e-03,3.778844e-03,9.802011e-05,1.12900,-0.08793,0.46620,5,2.38375
8.7000,11.41414,7.04844,0.46879,11.44056,6.97568,0.43114,11.40818,7.04234,0.45821,4.030744e-03,3.787178e-03,9.802010e-05,1.14350,-0.02932,0.46909,4,2.35724
8.7500,11.46499,7.07419,0.46879,11.49141,6.99907,0.42823,11.45784,7.06821,0.45619,4.039517e-03,3.795246e-03,9.802009e-05,1.11950,-0.05814,0.47785,5,2.30997
8.8000,11.51584,7.09995,0.46879,11.54313,7.02268,0.42897,11.50878,7.09344,0.45708,4.048339e-03,3.803504e-03,9.802008e-05,1.13700,0.01479,0.46080,4,2.24380
8.8500,11.56669,7.12570,0.46879,11.59667,7.04717,0.42701,11.56091,7.12087,0.45626,4.057268e-03,3.812210e-03,9.802008e-05,1.17750,-0.03929,0.48446,5,2.21989
8.9000,11.61754,7.15145,0.46879,11.65044,7.07163,0.42292,11.61325,7.14829,0.45328,4.066208e-03,3.820961e-03,9.802007e-05,1.18150,-0.08177,0.48047,5,2.13879
8.9500,11.66839,7.17720,0.46879,11.70265,7.09513,0.42485,11.66385,7.17514,0.45663,4.075054e-03,3.829307e-03,9.802007e-05,1.14500,0.03863,0.49134,5,2.09815
9.0000,11.71924,7.20296,0.46879,11.75472,7.11869,0.42455,11.71510,7.20042,0.45640,4.083891e-03,3.837634e-03,9.802006e-05,1.14300,-0.00597,0.45815,5,2.05538
9.0500,11.77009,7.22871,0.46879,11.80554,7.14166,0.42440,11.76521,7.22492,0.45619,4.092655e-03,3.845656e-03,9.802006e-05,1.11550,-0.00299,0.45459,5,2.04189
9.1000,11.82094,7.25446,0.46879,11.85689,7.16487,0.42402,11.81614,7.24905,0.45525,4.101451e-03,3.853806e-03,9.802005e-05,1.12700,-0.00765,0.44163,4,1.98083
9.1500,11.87179,7.28022,0.46879,11.90855,7.18818,0.42538,11.86698,7.27410,0.45671,4.110264e-03,3.862025e-03,9.802005e-05,1.13350,0.02720,0.45926,6,1.87600
9.2000,11.92264,7.30597,0.46879,11.95996,7.21148,0.42416,11.91698,7.30034,0.45657,4.119064e-03,3.870197e-03,9.802004e-05,1.12900,-0.02436,0.48295,4,1.88023
9.2500,11.97349,7.33172,0.46879,12.01071,7.23439,0.42323,11.96634,7.32612,0.45663,4.127823e-03,3.878197e-03,9.802004e-05,1.11350,-0.01869,0.48080,4,1.82725
9.3000,12.02434,7.35748,0.46879,12.06238,7.25767,0.42207,12.01682,7.35190,0.45609,4.136634e-03,3.886418e-03,9.802004e-05,1.13350,-0.02323,0.47151,5,1.75425
9.3500,12.07520,7.38323,0.46879,12.11410,7.28090,0.42770,12.06754,7.37725,0.46203,4.145448e-03,3.894643e-03,9.802003e-05,1.13400,0.11265,0.46938,4,1.70430
9.4000,12.12605,7.40898,0.46879,12.16538,7.30427,0.43037,12.11773,7.40289,0.46512,4.154237e-03,3.902798e-03,9.802003e-05,1.12700,0.05341,0.47542,4,1.67828
9.4500,12.17690,7.43473,0.46879,12.21745,7.32817,0.42712,12.16884,7.42879,0.46203,4.163074e-03,3.911163e-03,9.802003e-05,1.14600,-0.06492,0.46589,5,1.61565
9.5000,12.22775,7.46049,0.46879,12.26940,7.35182,0.42245,12.21959,7.45492,0.45791,4.171902e-03,3.919477e-03,9.802003e-05,1.14150,-0.09346,0.47145,5,1.58986
9.5500,12.27860,7.48624,0.46879,12.32121,7.37511,0.42202,12.27022,7.48069,0.45800,4.180719e-03,3.927726e-03,9.802002e-05,1.13600,-0.00863,0.47092,5,1.50344
9.6000,12.32945,7.51199,0.46879,12.37334,7.39851,0.41660,12.32073,7.50749,0.45380,4.189555e-03,3.936052e-03,9.802002e-05,1.14300,-0.10836,0.48367,5,1.49866
9.6500,12.38030,7.53775,0.46879,12.42561,7.42164,0.41422,12.37182,7.53309,0.45186,4.198395e-03,3.944375e-03,9.802002e-05,1.14300,-0.04766,0.46262,4,1.46322
9.7000,12.43115,7.56350,0.46879,12.47765,7.44452,0.41266,12.42219,7.55949,0.45157,4.207221e-03,3.952629e-03,9.802002e-05,1.13700,-0.03107,0.48244,4,1.40077
9.7500,12.48200,7.58925,0.46879,12.53053,7.46767,0.40850,12.47330,7.58637,0.44875,4.216093e-03,3.961077e-03,9.802002e-05,1.15450,-0.08328,0.48175,5,1.31442
9.8000,12.53284,7.61500,0.47002,12.58254,7.49018,0.40485,12.52363,7.61246,0.44630,4.224912e-03,3.969290e-03,9.802002e-05,1.13350,-0.07306,0.47579,5,1.30599
9.8500,12.58364,7.64081,0.47253,12.63461,7.51250,0.40879,12.57405,7.63829,0.45135,4.233732e-03,3.977495e-03,9.802001e-05,1.13300,0.07894,0.47836,6,1.24676
9.9000,12.63432,7.66671,0.47671,12.68850,7.53584,0.41675,12.62676,7.66419,0.45953,4.242657e-03,3.986164e-03,9.802001e-05,1.17450,0.15905,0.46504,6,1.24716
9.9500,12.68471,7.69273,0.48481,12.74030,7.55877,0.42387,12.67688,7.69065,0.46772,4.251464e-03,3.994383e-03,9.802001e-05,1.13300,0.14248,0.49382,4,1.23450
10.0000,12.73478,7.71911,0.49437,12.79207,7.58213,0.43875,12.72721,7.71701,0.48320,4.260271e-03,4.002642e-03,9.802001e-05,1.13600,0.29764,0.49783,4,1.15794
10.0500,12.78293,7.74507,0.51019,12.84132,7.60524,0.45760,12.77538,7.74228,0.50204,4.268925e-03,4.010394e-03,9.802001e-05,1.08800,0.37690,0.50202,4,1.11867
10.1000,12.82982,7.77130,0.53225,12.88884,7.62865,0.48321,12.82196,7.76750,0.52743,4.277463e-03,4.017863e-03,9.802001e-05,1.05950,0.51232,0.52202,5,1.07969
10.1500,12.87476,7.79777,0.56056,12.93458,7.65265,0.50507,12.86625,7.79418,0.54984,4.285867e-03,4.025089e-03,9.802001e-05,1.03300,0.43712,0.56336,4,1.04831
10.2000,12.91681,7.82417,0.59512,12.97794,7.67662,0.54051,12.90858,7.81990,0.58515,4.294081e-03,4.031920e-03,9.802001e-05,0.99100,0.70890,0.58170,4,1.07155
10.2500,12.95586,7.85060,0.63594,13.01732,7.70025,0.58527,12.94658,7.84583,0.63036,4.301943e-03,4.038098e-03,9.802001e-05,0.91850,0.89504,0.64173,4,1.00992
10.3000,12.99178,7.87712,0.68300,13.05437,7.72481,0.63159,12.98235,7.87230,0.67691,4.309525e-03,4.044115e-03,9.802001e-05,0.88900,0.92644,0.68237,4,0.99759
10.3500,13.02688,7.90568,0.73529,13.09021,7.75102,0.68825,13.01746,7.89915,0.73276,4.316899e-03,4.050261e-03,9.802001e-05,0.88800,1.13317,0.71304,4,1.01773
10.4000,13.05884,7.93459,0.79238,13.12338,7.77830,0.74569,13.04946,7.92774,0.79009,4.323891e-03,4.056315e-03,9.802000e-05,0.85900,1.14892,0.78713,4,0.99376
10.4500,13.09086,7.96705,0.84322,13.15614,7.80856,0.79272,13.08063,7.95983,0.83746,4.330736e-03,4.062805e-03,9.802000e-05,0.89200,0.94058,0.84598,3,0.96858
10.5000,13.12284,8.00297,0.88821,13.18952,7.84243,0.83833,13.11233,7.99538,0.88327,4.337620e-03,4.069863e-03,9.802000e-05,0.95100,0.91217,0.88802,3,0.99880
10.5500,13.15475,8.04222,0.92695,13.22324,7.87993,0.87206,13.14397,8.03497,0.91755,4.344579e-03,4.077404e-03,9.802000e-05,1.00850,0.67448,0.93116,3,0.97906
10.6000,13.18545,8.08313,0.96352,13.25543,7.91825,0.90789,13.17355,8.07613,0.95465,4.351371e-03,4.084932e-03,9.802000e-05,1.00100,0.71677,0.98566,3,1.00167
10.6500,13.21607,8.12718,0.99385,13.28767,7.95953,0.93413,13.20349,8.11940,0.98136,4.358276e-03,4.092786e-03,9.802000e-05,1.04750,0.52471,0.99303,3,1.02760
10.7000,13.24669,8.17424,1.01793,13.32075,8.00428,0.95466,13.23389,8.16650,1.00266,4.365484e-03,4.101042e-03,9.802000e-05,1.11300,0.41062,1.02150,3,1.02523
10.7500,13.27660,8.22271,1.03575,13.35368,8.05077,0.97335,13.26459,8.21446,1.02129,4.372829e-03,4.109446e-03,9.802000e-05,1.13950,0.37376,1.01985,3,1.04089
10.8000,13.30559,8.27162,1.04733,13.38625,8.09864,0.98307,13.29445,8.26439,1.03153,4.380290e-03,4.117943e-03,9.802000e-05,1.15800,0.19433,1.04424,3,1.10504
10.8500,13.33352,8.32001,1.05266,13.41631,8.14377,0.99439,13.32271,8.31034,1.04230,4.387326e-03,4.126057e-03,9.802000e-05,1.08450,0.22649,1.02883,3,1.13691
10.9000,13.36114,8.36846,1.05174,13.44660,8.19037,0.99258,13.35029,8.35892,1.04106,4.394549e-03,4.134330e-03,9.802000e-05,1.11150,-0.03625,1.05498,3,1.15189
10.9500,13.38776,8.41506,1.04456,13.47598,8.23538,0.98127,13.37662,8.40638,1.03081,4.401592e-03,4.142454e-03,9.802000e-05,1.07500,-0.22610,1.05684,3,1.19727
11.0000,13.41432,8.46077,1.03114,13.50561,8.27968,0.97019,13.40402,8.45210,1.01974,4.408656e-03,4.150581e-03,9.802000e-05,1.06600,-0.22156,1.01972,3,1.22956
11.0500,13.44091,8.50517,1.01147,13.53522,8.32291,0.95225,13.43071,8.49766,1.00272,4.415674e-03,4.158657e-03,9.802000e-05,1.04800,-0.35890,1.02545,3,1.25477
11.1000,13.46758,8.54777,0.98554,13.56478,8.36444,0.93156,13.45801,8.54078,0.98219,4.422591e-03,4.166621e-03,9.802000e-05,1.01950,-0.41373,0.98598,3,1.28712
11.1500,13.49501,8.58916,0.95337,13.59433,8.40419,0.89498,13.48501,8.58255,0.94620,4.429410e-03,4.174457e-03,9.802000e-05,0.99050,-0.73163,0.96087,3,1.35217
11.2000,13.52404,8.63005,0.91495,13.62612,8.44384,0.85406,13.51482,8.62369,0.90518,4.436550e-03,4.182431e-03,9.802000e-05,1.01650,-0.81838,0.90271,3,1.38385
11.2500,13.55527,8.67064,0.87860,13.65976,8.48244,0.82095,13.54632,8.66408,0.87221,4.443900e-03,4.190419e-03,9.802000e-05,1.02400,-0.66224,0.87552,3,1.39882
11.3000,13.58843,8.71063,0.84467,13.69514,8.52044,0.78687,13.57973,8.70384,0.83812,4.451465e-03,4.198453e-03,9.802000e-05,1.03850,-0.68155,0.83789,3,1.43433
11.3500,13.62342,8.75004,0.81341,13.73272,8.55813,0.75644,13.61484,8.74395,0.80827,4.459307e-03,4.206596e-03,9.802000e-05,1.06450,-0.60854,0.82240,3,1.45649
11.4000,13.66007,8.78880,0.78460,13.77223,8.59542,0.73141,13.65245,8.78313,0.78313,4.467376e-03,4.214826e-03,9.802000e-05,1.08650,-0.50074,0.78061,3,1.46847
11.4500,13.69821,8.82688,0.75805,13.81255,8.63160,0.69690,13.69044,8.82180,0.74909,4.475498e-03,4.222992e-03,9.802000e-05,1.08350,-0.69020,0.76058,3,1.50314
11.5000,13.73768,8.86425,0.73359,13.85431,8.66655,0.67544,13.73015,8.85905,0.72782,4.483737e-03,4.231125e-03,9.802000e-05,1.08900,-0.42915,0.73250,3,1.57082
11.5500,13.77835,8.90091,0.71104,13.89731,8.70100,0.65147,13.77130,8.89570,0.70384,4.492095e-03,4.239303e-03,9.802000e-05,1.10200,-0.47931,0.70352,3,1.59004
11.6000,13.82009,8.93686,0.69026,13.94102,8.73434,0.63103,13.81345,8.93101,0.68312,4.500486e-03,4.247413e-03,9.802000e-05,1.09950,-0.40895,0.67628,3,1.63495
11.6500,13.86278,8.97212,0.67111,13.98513,8.76656,0.61657,13.85655,8.96468,0.66781,4.508876e-03,4.255427e-03,9.802000e-05,1.09250,-0.28918,0.64696,3,1.67293
11.7000,13.90634,9.00670,0.65345,14.03055,8.79876,0.60270,13.90038,8.99903,0.65381,4.517399e-03,4.263564e-03,9.802000e-05,1.11350,-0.27743,0.65068,3,1.61577
11.7500,13.95066,9.04064,0.63718,14.07529,8.82954,0.58366,13.94332,9.03224,0.63495,4.525800e-03,4.271469e-03,9.802000e-05,1.08600,-0.38075,0.63945,3,1.53023
11.8000,13.99568,9.07396,0.62219,14.12066,8.85950,0.57492,13.98744,9.06410,0.62581,4.534235e-03,4.279343e-03,9.802000e-05,1.08750,-0.17488,0.61596,3,1.51854
11.8500,14.04131,9.10668,0.60837,14.16768,8.88997,0.55881,14.03290,9.09686,0.60964,4.542842e-03,4.287454e-03,9.802000e-05,1.12050,-0.32203,0.60810,3,1.46853
11.9000,14.08749,9.13885,0.59563,14.21641,8.92044,0.54113,14.08036,9.12938,0.59157,4.551603e-03,4.295764e-03,9.802000e-05,1.14950,-0.35371,0.58198,3,1.46548
11.9500,14.13416,9.17048,0.58389,14.26441,8.94929,0.52588,14.12633,9.16121,0.57693,4.560236e-03,4.303812e-03,9.802000e-05,1.12000,-0.30496,0.59183,3,1.41538
12.0000,14.18129,9.20162,0.57307,14.31327,8.97765,0.51504,14.17335,9.19242,0.56649,4.568923e-03,4.311918e-03,9.802000e-05,1.13000,-0.21677,0.57625,3,1.35426
12.0500,14.22874,9.23224,0.56221,14.36255,9.00554,0.50563,14.22075,9.22326,0.55752,4.577627e-03,4.320033e-03,9.802000e-05,1.13250,-0.18817,0.56843,3,1.35849
12.1000,14.27654,9.26236,0.55154,14.41179,9.03280,0.49289,14.26827,9.25332,0.54507,4.586304e-03,4.328082e-03,9.802000e-05,1.12550,-0.25482,0.55210,3,1.27600
12.1500,14.32420,9.29168,0.53624,14.46061,9.05902,0.47664,14.31554,9.28220,0.52896,4.594915e-03,4.335970e-03,9.802000e-05,1.10850,-0.32496,0.53246,3,1.23277
12.2000,14.37136,9.31971,0.51468,14.50900,9.08400,0.45807,14.36168,9.31075,0.51144,4.603452e-03,4.343662e-03,9.802000e-05,1.08900,-0.37143,0.53717,3,1.21544
12.2500,14.41843,9.34633,0.48896,14.55687,9.10761,0.43510,14.40845,9.33659,0.48819,4.611915e-03,4.351134e-03,9.802000e-05,1.06750,-0.45955,0.48151,3,1.21577
12.3000,14.46458,9.37088,0.45698,14.60527,9.13011,0.40023,14.45504,9.36232,0.45401,4.620388e-03,4.358555e-03,9.802000e-05,1.06750,-0.69725,0.47055,3,1.14819
12.3500,14.50925,9.39284,0.41876,14.65148,9.14966,0.36005,14.50002,9.38447,0.41397,4.628644e-03,4.365320e-03,9.802000e-05,1.00350,-0.80361,0.41749,3,1.14692
12.4000,14.55244,9.41207,0.37429,14.69692,9.16676,0.31628,14.54454,9.40391,0.37011,4.636812e-03,4.371682e-03,9.802000e-05,0.97100,-0.87542,0.36801,2,1.12924
12.4500,14.59412,9.42844,0.32356,14.73805,9.18022,0.26404,14.58416,9.42053,0.31880,4.644698e-03,4.376935e-03,9.802000e-05,0.86550,-1.04493,0.34177,2,1.07094
12.5000,14.63420,9.44188,0.26659,14.77777,9.19096,0.20806,14.62322,9.43345,0.26285,4.652514e-03,4.381639e-03,9.802000e-05,0.82300,-1.11943,0.26336,2,1.08982
12.5500,14.67257,9.45236,0.20337,14.81833,9.19952,0.14399,14.66328,9.44417,0.19873,4.660356e-03,4.386258e-03,9.802000e-05,0.82900,-1.28142,0.19757,2,1.02831
12.6000,14.70908,9.45989,0.13390,14.85544,9.20490,0.07838,14.70058,9.45080,0.13236,4.668050e-03,4.389965e-03,9.802000e-05,0.75000,-1.31230,0.11381,2,1.08759
12.6500,14.74354,9.46453,0.05890,14.88998,9.20762,0.00436,14.73492,9.45540,0.05836,4.675640e-03,4.393000e-03,9.802000e-05,0.69300,-1.48044,0.05887,2,1.02286
12.7000,14.77576,9.46643,-0.01610,14.92251,9.20776,-0.07007,14.76788,9.45654,-0.01682,4.683108e-03,4.395545e-03,9.802000e-05,0.65050,-1.48861,-0.03519,2,1.01905
12.7500,14.80810,9.46591,-0.09110,14.95420,9.20553,-0.14647,14.79892,9.45715,-0.09207,4.690416e-03,4.397936e-03,9.802000e-05,0.63550,-1.52795,-0.06389,2,1.04959
12.8000,14.84279,9.46274,-0.16200,14.98907,9.20039,-0.22110,14.83395,9.45403,-0.16658,4.697457e-03,4.401060e-03,9.802000e-05,0.70500,-1.49259,-0.16369,2,1.05670
12.8500,14.87965,9.45672,-0.22926,15.02556,9.19219,-0.28717,14.87099,9.44756,-0.23292,4.704136e-03,4.404705e-03,9.802000e-05,0.74800,-1.32146,-0.23951,2,1.07369
12.9000,14.91845,9.44766,-0.29026,15.06388,9.18087,-0.34883,14.90958,9.43884,-0.29406,4.710422e-03,4.408968e-03,9.802000e-05,0.79900,-1.23303,-0.28159,2,1.09498
12.9500,14.95902,9.43554,-0.34501,15.10363,9.16641,-0.40191,14.94985,9.42700,-0.34672,4.716311e-03,4.413820e-03,9.802000e-05,0.84600,-1.06168,-0.33620,2,1.06446
13.0000,15.00122,9.42038,-0.39352,15.14481,9.14891,-0.44896,14.99222,9.41121,-0.39437,4.721846e-03,4.419265e-03,9.802000e-05,0.89500,-0.94104,-0.40906,2,1.08763
13.0500,15.04494,9.40222,-0.43577,15.18761,9.12829,-0.49549,15.03599,9.39314,-0.44072,4.727052e-03,4.425345e-03,9.802000e-05,0.95000,-0.93065,-0.43625,2,1.13884
13.1000,15.09013,9.38119,-0.47177,15.23142,9.10461,-0.52905,15.08116,9.37158,-0.47459,4.731960e-03,4.431970e-03,9.802000e-05,0.99600,-0.67106,-0.48234,2,1.13195
13.1500,15.13675,9.35740,-0.50153,15.27743,9.07771,-0.56327,15.12837,9.34777,-0.50826,4.736671e-03,4.439307e-03,9.802000e-05,1.06600,-0.68449,-0.49481,2,1.16729
13.2000,15.18484,9.33103,-0.52503,15.32258,9.04920,-0.58756,15.17483,9.32237,-0.53197,4.741317e-03,4.446756e-03,9.802000e-05,1.06800,-0.48578,-0.51760,2,1.17856
13.2500,15.23023,9.30474,-0.54228,15.36721,9.01947,-0.60492,15.22106,9.29512,-0.54937,4.746004e-03,4.454309e-03,9.802000e-05,1.07250,-0.34715,-0.55058,2,1.22422
13.3000,15.27301,9.27896,-0.55328,15.40772,8.99147,-0.61486,15.26310,9.26924,-0.55949,4.750914e-03,4.461168e-03,9.802000e-05,0.98500,-0.19892,-0.56363,2,1.23956
13.3500,15.31339,9.25402,-0.55804,15.44732,8.96350,-0.61815,15.30416,9.24363,-0.56265,4.755987e-03,4.467925e-03,9.802000e-05,0.96950,-0.06572,-0.55969,2,1.26747
13.4000,15.35152,9.23022,-0.55654,15.48420,8.93728,-0.61807,15.34232,9.22012,-0.56195,4.761321e-03,4.474149e-03,9.802000e-05,0.90500,0.00165,-0.54660,2,1.25877
13.4500,15.38757,9.20779,-0.54879,15.51890,8.91261,-0.61122,15.37830,9.19777,-0.55477,4.766895e-03,4.479924e-03,9.802000e-05,0.85150,0.13704,-0.54676,2,1.31799
13.5000,15.42166,9.18695,-0.53480,15.55147,8.88978,-0.59558,15.41213,9.17667,-0.53929,4.772733e-03,4.485210e-03,9.802000e-05,0.79550,0.31261,-0.54295,2,1.35019
13.5500,15.45388,9.16786,-0.51455,15.58142,8.86949,-0.56894,15.44320,9.15780,-0.51294,4.778875e-03,4.489840e-03,9.802000e-05,0.72350,0.53280,-0.52012,2,1.37596
13.6000,15.48431,9.15066,-0.48805,15.61187,8.85001,-0.54317,15.47468,9.14027,-0.48695,4.785337e-03,4.494366e-03,9.802000e-05,0.72300,0.51549,-0.48164,2,1.39132
13.6500,15.51336,9.13524,-0.45531,15.63980,8.83315,-0.51284,15.50350,9.12511,-0.45651,4.792115e-03,4.498198e-03,9.802000e-05,0.65250,0.60652,-0.45382,2,1.38071
13.7000,15.54430,9.12009,-0.41631,15.67012,8.81608,-0.47874,15.53473,9.10997,-0.42221,4.799176e-03,4.502281e-03,9.802000e-05,0.69600,0.68205,-0.41722,2,1.41982
13.7500,15.57729,9.10550,-0.37106,15.70254,8.79925,-0.43579,15.56803,9.09547,-0.37876,4.806534e-03,4.506526e-03,9.802000e-05,0.73050,0.85905,-0.36673,2,1.41808
13.8000,15.61270,9.09172,-0.31957,15.73735,8.78304,-0.38276,15.60372,9.08073,-0.32630,4.814228e-03,4.510937e-03,9.802000e-05,0.76800,1.06067,-0.34018,2,1.43700
13.8500,15.65076,9.07913,-0.26182,15.77388,8.76833,-0.32169,15.64101,9.06906,-0.26424,4.822272e-03,4.515345e-03,9.802000e-05,0.78750,1.22126,-0.23990,2,1.44427
13.9000,15.69164,9.06817,-0.20311,15.81377,8.75504,-0.26253,15.68161,9.05921,-0.20388,4.830657e-03,4.520057e-03,9.802000e-05,0.84100,1.18330,-0.17467,2,1.49656
13.9500,15.73519,9.05920,-0.14903,15.85726,8.74335,-0.20456,15.72568,9.04897,-0.14709,4.839304e-03,4.525184e-03,9.802000e-05,0.90050,1.15936,-0.17594,2,1.46742
14.0000,15.78098,9.05233,-0.09920,15.90242,8.73399,-0.15869,15.77131,9.04221,-0.10121,4.848131e-03,4.530431e-03,9.802000e-05,0.92250,0.91745,-0.10110,2,1.49847
14.0500,15.82861,9.04759,-0.05329,15.95038,8.72631,-0.11037,15.81963,9.03721,-0.05299,4.857058e-03,4.536101e-03,9.802000e-05,0.97150,0.96642,-0.05537,2,1.43394
