t,true_x,true_y,true_theta,dr_x,dr_y,dr_theta,ekf_x,ekf_y,ekf_theta,ekf_var_x,ekf_var_y,ekf_var_theta,enc_v,enc_omega,imu_yaw,n_lidar_clusters,min_obstacle_range
6.5000,9.04749,6.16669,0.51335,9.02417,6.12506,0.43026,9.01194,6.14981,0.44920,9.149903e-03,6.671070e-03,4.876560e-04,1.12850,-0.25931,0.57160,7,4.75409
6.5500,9.09715,6.19469,0.51335,9.07707,6.14934,0.41245,9.06218,6.17919,0.43563,9.201949e-03,6.708955e-03,4.876560e-04,1.16400,-0.35611,0.51821,6,4.89089
6.6000,9.14680,6.22268,0.51335,9.13229,6.17350,0.42550,9.11588,6.20643,0.45053,9.254667e-03,6.748376e-03,4.876561e-04,1.20550,0.26093,0.48672,8,4.78440
6.6500,9.19645,6.25067,0.51336,9.18018,6.19520,0.41601,9.16007,6.23529,0.44719,9.305463e-03,6.781497e-03,4.876561e-04,1.05150,-0.18975,0.56702,10,4.60604
6.7000,9.24610,6.27866,0.51336,9.23033,6.21736,0.41002,9.20600,6.26571,0.44810,9.356817e-03,6.816470e-03,4.876561e-04,1.09650,-0.11986,0.58280,6,4.88360
6.7500,9.29576,6.30666,0.51336,9.28386,6.24063,0.42262,9.25842,6.29136,0.46106,9.408918e-03,6.854506e-03,4.876561e-04,1.16750,0.25202,0.46808,7,4.77301
6.8000,9.34541,6.33465,0.51336,9.33391,6.26313,0.42140,9.30726,6.31637,0.46046,9.460009e-03,6.889823e-03,4.876561e-04,1.09750,-0.02430,0.47247,6,4.71236
6.8500,9.39506,6.36264,0.51336,9.38886,6.28777,0.40955,9.35964,6.34616,0.45171,9.512287e-03,6.929697e-03,4.876561e-04,1.20450,-0.23704,0.51218,6,4.70094
6.9000,9.44472,6.39064,0.51336,9.44624,6.31268,0.42306,9.41371,6.37773,0.46956,9.565225e-03,6.971436e-03,4.876561e-04,1.25100,0.27022,0.55421,6,4.89912
6.9500,9.49437,6.41863,0.51336,9.50109,6.33737,0.40685,9.46660,6.40640,0.45483,9.617324e-03,7.011476e-03,4.876561e-04,1.20300,-0.32419,0.48359,6,4.74906
7.0000,9.54402,6.44662,0.51336,9.55261,6.35957,0.40114,9.51581,6.43336,0.45146,9.668807e-03,7.047738e-03,4.876562e-04,1.12200,-0.11421,0.49723,9,4.89228
7.0500,9.59367,6.47461,0.51336,9.60690,6.38260,0.37776,9.57035,6.45622,0.42517,9.720977e-03,7.086428e-03,4.876562e-04,1.17950,-0.46770,0.36855,12,4.92477
7.1000,9.64333,6.50261,0.51336,9.66079,6.40398,0.38132,9.62117,6.48403,0.43267,9.773384e-03,7.123747e-03,4.876562e-04,1.15950,0.07133,0.50931,9,4.91275
7.1500,9.69298,6.53060,0.51336,9.71089,6.42407,0.38208,9.66855,6.50985,0.43665,9.824843e-03,7.157701e-03,4.876562e-04,1.07950,0.01507,0.49960,7,4.81089
7.2000,9.74263,6.55859,0.51336,9.76273,6.44490,0.36987,9.71487,6.54201,0.43307,9.876624e-03,7.193401e-03,4.876562e-04,1.11750,-0.24410,0.60122,11,4.88095
7.2500,9.79228,6.58659,0.51336,9.81604,6.46557,0.35847,9.76428,6.57095,0.42666,9.928738e-03,7.230170e-03,4.876562e-04,1.14350,-0.22804,0.52417,7,5.00538
7.3000,9.84194,6.61458,0.51336,9.87040,6.48594,0.34544,9.81573,6.59775,0.41643,9.981140e-03,7.267591e-03,4.876562e-04,1.16100,-0.26057,0.47092,7,4.89698
7.3500,9.89159,6.64257,0.51336,9.92740,6.50645,0.36418,9.86782,6.62891,0.44185,1.003420e-02,7.307073e-03,4.876562e-04,1.21150,0.37482,0.57222,3,4.89269
7.4000,9.94124,6.67057,0.51336,9.97984,6.52644,0.37378,9.91560,6.65886,0.45742,1.008594e-02,7.343114e-03,4.876562e-04,1.12250,0.19195,0.57393,6,4.83720
7.4500,9.99089,6.69856,0.51336,10.03361,6.54753,0.37818,9.96527,6.68866,0.46613,1.013772e-02,7.380890e-03,4.876562e-04,1.15500,0.08790,0.55032,7,4.95165
7.5000,10.04055,6.72655,0.51336,10.08233,6.56688,0.36907,10.01139,6.71365,0.45847,1.018817e-02,7.414213e-03,4.876562e-04,1.04850,-0.18202,0.48650,6,4.99402
7.5500,10.09020,6.75455,0.51336,10.13435,6.58700,0.36984,10.05936,6.74247,0.46340,1.023951e-02,7.450280e-03,4.876562e-04,1.11550,0.01535,0.54464,12,4.99105
7.6000,10.13985,6.78254,0.51336,10.19099,6.60896,0.36666,10.11328,6.77046,0.46106,1.029182e-02,7.490770e-03,4.876562e-04,1.21500,-0.06363,0.47748,12,4.95267
7.6500,10.18950,6.81053,0.51336,10.24163,6.62841,0.38527,10.16146,6.79542,0.48050,1.034277e-02,7.525568e-03,4.876562e-04,1.08500,0.37219,0.49668,4,5.04211
7.7000,10.23916,6.83853,0.51336,10.29362,6.64949,0.36988,10.21079,6.82220,0.46597,1.039371e-02,7.562375e-03,4.876562e-04,1.12200,-0.30781,0.48266,4,5.12456
7.7500,10.28881,6.86652,0.51336,10.34297,6.66863,0.35703,10.25572,6.85068,0.45788,1.044427e-02,7.596133e-03,4.876562e-04,1.05850,-0.25700,0.55077,10,4.89715
7.8000,10.33846,6.89451,0.51336,10.39705,6.68880,0.36944,10.30607,6.87908,0.47319,1.049604e-02,7.633871e-03,4.876562e-04,1.15450,0.24813,0.52988,6,4.93494
7.8500,10.38811,6.92251,0.51336,10.45648,6.71181,0.35688,10.36085,6.91202,0.46455,1.054881e-02,7.677103e-03,4.876562e-04,1.27450,-0.25120,0.54106,7,4.83592
7.9000,10.43777,6.95050,0.51336,10.50888,6.73135,0.36937,10.40866,6.94145,0.48145,1.060006e-02,7.713431e-03,4.876562e-04,1.11850,0.24994,0.56726,12,5.12643
7.9500,10.48742,6.97849,0.51336,10.55765,6.75023,0.38690,10.45415,6.96741,0.50074,1.065013e-02,7.746995e-03,4.876562e-04,1.04600,0.35057,0.53507,10,5.11118
8.0000,10.53707,7.00649,0.51336,10.60627,6.77004,0.36827,10.50048,6.99206,0.48154,1.069977e-02,7.781180e-03,4.876562e-04,1.05000,-0.37267,0.47053,7,4.94738
8.0500,10.58672,7.03448,0.51337,10.66421,6.79240,0.34822,10.55619,7.01947,0.46013,1.075203e-02,7.823131e-03,4.876562e-04,1.24200,-0.40103,0.43363,8,5.17322
8.1000,10.63638,7.06247,0.51337,10.72068,6.81290,0.33921,10.60785,7.05047,0.45547,1.080427e-02,7.862960e-03,4.876562e-04,1.20150,-0.18018,0.54025,8,4.92228
8.1500,10.68603,7.09047,0.51337,10.77506,6.83209,0.33043,10.66032,7.07450,0.44535,1.085608e-02,7.900621e-03,4.876562e-04,1.15350,-0.17545,0.41916,8,5.23434
8.2000,10.73568,7.11846,0.51337,10.82820,6.85031,0.34548,10.70809,7.10453,0.46626,1.090776e-02,7.936770e-03,4.876562e-04,1.12350,0.30085,0.58066,7,5.22121
8.2500,10.78534,7.14645,0.51337,10.87941,6.86874,0.33184,10.75504,7.13233,0.45600,1.095864e-02,7.971831e-03,4.876562e-04,1.08850,-0.27266,0.52176,5,5.20250
8.3000,10.83499,7.17445,0.51337,10.93699,6.88858,0.34765,10.81067,7.15723,0.46987,1.101112e-02,8.012309e-03,4.876562e-04,1.21800,0.31612,0.43226,4,5.05699
8.3500,10.88464,7.20244,0.51337,10.99232,6.90863,0.35351,10.86220,7.18576,0.47762,1.106290e-02,8.051283e-03,4.876562e-04,1.17700,0.11718,0.51448,6,5.17980
8.4000,10.93429,7.23043,0.51337,11.04586,6.92839,0.34441,10.91235,7.21307,0.46961,1.111413e-02,8.088878e-03,4.876562e-04,1.14150,-0.18192,0.49070,11,5.14776
8.4500,10.98395,7.25843,0.51337,11.09869,6.94734,0.35562,10.96215,7.23898,0.48133,1.116532e-02,8.125484e-03,4.876562e-04,1.12250,0.22420,0.49123,12,5.18855
8.5000,11.03360,7.28642,0.51337,11.15041,6.96655,0.36714,11.01065,7.26533,0.49365,1.121604e-02,8.161515e-03,4.876562e-04,1.10350,0.23030,0.50951,9,5.14645
8.5500,11.08325,7.31441,0.51337,11.20333,6.98690,0.36334,11.06034,7.29267,0.49034,1.126683e-02,8.199112e-03,4.876562e-04,1.13400,-0.07594,0.49975,8,5.10265
8.6000,11.13290,7.34241,0.51337,11.25755,7.00752,0.37101,11.11220,7.31861,0.49662,1.131800e-02,8.237751e-03,4.876562e-04,1.16000,0.15338,0.46952,6,5.26598
8.6500,11.18256,7.37040,0.51337,11.30862,7.02739,0.35383,11.15987,7.34573,0.48046,1.136829e-02,8.273791e-03,4.876562e-04,1.09600,-0.34364,0.50042,10,5.13370
8.7000,11.23221,7.39839,0.51337,11.36272,7.04737,0.34790,11.21002,7.37434,0.47650,1.141960e-02,8.311945e-03,4.876562e-04,1.15350,-0.11860,0.51487,8,5.29131
8.7500,11.28186,7.42639,0.51337,11.41248,7.06541,0.33636,11.25476,7.40312,0.46953,1.146992e-02,8.345939e-03,4.876562e-04,1.05850,-0.23068,0.55866,8,5.26311
8.8000,11.33151,7.45438,0.51337,11.46576,7.08404,0.33866,11.30506,7.42874,0.47191,1.152118e-02,8.382808e-03,4.876562e-04,1.12900,0.04596,0.47342,6,5.57768
8.8500,11.38117,7.48237,0.51337,11.52660,7.10547,0.33074,11.35936,7.46424,0.47021,1.157420e-02,8.426662e-03,4.876562e-04,1.29000,-0.15846,0.59171,7,5.41252
8.9000,11.43082,7.51037,0.51337,11.58841,7.12670,0.31420,11.41469,7.49961,0.45943,1.162745e-02,8.471284e-03,4.876562e-04,1.30700,-0.33083,0.57178,5,5.38504
8.9500,11.48047,7.53836,0.51337,11.64352,7.14460,0.32285,11.46272,7.53301,0.47579,1.167925e-02,8.509287e-03,4.876562e-04,1.15900,0.17314,0.62610,12,5.27945
9.0000,11.53012,7.56635,0.51337,11.69814,7.16288,0.32116,11.51426,7.55872,0.47342,1.173065e-02,8.547309e-03,4.876562e-04,1.15200,-0.03386,0.46015,7,5.45621
9.0500,11.57978,7.59435,0.51337,11.74753,7.17931,0.32031,11.56134,7.58098,0.47110,1.178084e-02,8.580464e-03,4.876562e-04,1.04100,-0.01695,0.44237,7,5.45721
9.1000,11.62943,7.62234,0.51337,11.79914,7.19643,0.31950,11.61207,7.60117,0.46577,1.183161e-02,8.615585e-03,4.876562e-04,1.08750,-0.01625,0.37757,7,5.45236
9.1500,11.67908,7.65033,0.51337,11.85198,7.21391,0.32580,11.66195,7.62586,0.47176,1.188277e-02,8.651697e-03,4.876562e-04,1.11300,0.12599,0.46569,8,5.30462
9.2000,11.72873,7.67833,0.51337,11.90387,7.23144,0.32081,11.70786,7.65642,0.47249,1.193362e-02,8.687177e-03,4.876562e-04,1.09550,-0.09982,0.58419,6,5.31181
9.2500,11.77839,7.70632,0.51337,11.95296,7.24775,0.31714,11.75136,7.68499,0.47392,1.198376e-02,8.720052e-03,4.876562e-04,1.03450,-0.07347,0.57343,7,5.30415
9.3000,11.82804,7.73431,0.51337,12.00588,7.26512,0.31263,11.79952,7.71317,0.47222,1.203477e-02,8.756367e-03,4.876562e-04,1.11400,-0.09017,0.52696,4,5.34336
9.3500,11.87769,7.76231,0.51337,12.05897,7.28228,0.33539,11.84869,7.73957,0.49602,1.208583e-02,8.792730e-03,4.876562e-04,1.11600,0.45526,0.51632,7,5.33597
9.4000,11.92734,7.79030,0.51337,12.11039,7.30021,0.34674,11.89562,7.76736,0.50928,1.213604e-02,8.828461e-03,4.876562e-04,1.08900,0.22707,0.54650,7,5.21526
9.4500,11.97700,7.81829,0.51337,12.16520,7.32001,0.33381,11.94644,7.79590,0.49647,1.218686e-02,8.867690e-03,4.876562e-04,1.16550,-0.25860,0.49889,10,5.22564
9.5000,12.02665,7.84629,0.51337,12.21933,7.33878,0.31575,11.99563,7.82550,0.48076,1.223774e-02,8.905834e-03,4.876562e-04,1.14600,-0.36129,0.52668,9,5.30872
9.5500,12.07630,7.87428,0.51337,12.27280,7.35625,0.31499,12.04442,7.85362,0.48215,1.228872e-02,8.942758e-03,4.876562e-04,1.12500,-0.01514,0.52400,8,5.01627
9.6000,12.12595,7.90227,0.51337,12.32757,7.37410,0.29290,12.09231,7.88644,0.46629,1.233999e-02,8.980859e-03,4.876562e-04,1.15200,-0.44180,0.58775,4,5.12586
9.6500,12.17560,7.93027,0.51337,12.38272,7.39073,0.28319,12.14312,7.91358,0.45784,1.239157e-02,9.018637e-03,4.876562e-04,1.15200,-0.19431,0.48252,7,5.01365
9.7000,12.22526,7.95826,0.51337,12.43685,7.40648,0.27672,12.19048,7.94475,0.45772,1.244306e-02,9.055192e-03,4.876562e-04,1.12750,-0.12937,0.58160,5,4.98862
9.7500,12.27491,7.98625,0.51337,12.49442,7.42283,0.26080,12.24081,7.97776,0.44845,1.249530e-02,9.094747e-03,4.876562e-04,1.19700,-0.31840,0.57816,6,4.92539
9.8000,12.32456,8.01425,0.51337,12.54823,7.43719,0.24083,12.28821,8.00738,0.43403,1.254682e-02,9.130530e-03,4.876562e-04,1.11400,-0.39928,0.54223,10,5.01924
9.8500,12.37421,8.04224,0.51337,12.60233,7.45048,0.24617,12.33622,8.03576,0.44440,1.259861e-02,9.166017e-03,4.876562e-04,1.11400,0.10671,0.54251,3,4.81521
9.9000,12.42387,8.07023,0.51337,12.66457,7.46612,0.26073,12.39426,8.06316,0.45877,1.265200e-02,9.209120e-03,4.876562e-04,1.28350,0.29126,0.45499,8,4.70108
9.9500,12.47352,8.09823,0.51337,12.71942,7.48075,0.25685,12.44263,8.09332,0.45994,1.270355e-02,9.246065e-03,4.876562e-04,1.13550,-0.07760,0.55841,9,4.88454
10.0000,12.52317,8.12622,0.51337,12.77530,7.49543,0.27916,12.49321,8.12131,0.48461,1.275530e-02,9.283903e-03,4.876562e-04,1.15550,0.44620,0.53066,9,4.83284
10.0500,12.57282,8.15422,0.51337,12.82894,7.51081,0.29199,12.54320,8.14610,0.49622,1.280609e-02,9.320541e-03,4.876562e-04,1.11600,0.25652,0.47255,6,4.66370
10.1000,12.62248,8.18221,0.51337,12.88066,7.52635,0.30657,12.59188,8.16946,0.50843,1.285620e-02,9.355892e-03,4.876562e-04,1.08000,0.29161,0.46220,8,4.61303
10.1500,12.67213,8.21020,0.51337,12.93305,7.54293,0.28045,12.63877,8.19838,0.48451,1.290625e-02,9.392319e-03,4.876562e-04,1.09900,-0.52238,0.52738,5,4.59939
10.2000,12.72178,8.23820,0.51337,12.98746,7.55861,0.28397,12.68990,8.22275,0.48600,1.295723e-02,9.429650e-03,4.876562e-04,1.13250,0.07050,0.44625,5,4.69892
10.2500,12.77143,8.26619,0.51337,13.03747,7.57320,0.29924,12.73496,8.24905,0.50326,1.300715e-02,9.463163e-03,4.876562e-04,1.04200,0.30522,0.54233,7,4.53402
10.3000,12.82109,8.29418,0.51337,13.09113,7.58976,0.29585,12.78390,8.27662,0.50037,1.305760e-02,9.500482e-03,4.876562e-04,1.12300,-0.06781,0.51022,6,4.62440
10.3500,12.87074,8.32218,0.51337,13.14237,7.60538,0.31384,12.83376,8.29678,0.51270,1.310751e-02,9.535576e-03,4.876562e-04,1.07150,0.35986,0.40211,8,4.47419
10.4000,12.92039,8.35017,0.51337,13.19602,7.62279,0.31407,12.88355,8.32322,0.51167,1.315780e-02,9.573303e-03,4.876562e-04,1.12800,0.00462,0.48708,7,4.58633
10.4500,12.97004,8.37816,0.51337,13.24645,7.63917,0.29851,12.92902,8.35065,0.49763,1.320731e-02,9.608202e-03,4.876562e-04,1.06050,-0.31110,0.52716,10,4.33427
10.5000,13.01970,8.40616,0.51337,13.29887,7.65530,0.30076,12.97690,8.37743,0.50048,1.325759e-02,9.644300e-03,4.876562e-04,1.09700,0.04484,0.51242,6,4.25463
10.5500,13.06935,8.43415,0.51337,13.35269,7.67199,0.28048,13.02500,8.40704,0.48285,1.330816e-02,9.681709e-03,4.876562e-04,1.12700,-0.40558,0.53446,6,4.42666
10.6000,13.11900,8.46214,0.51337,13.40322,7.68655,0.27717,13.06800,8.43828,0.48659,1.335826e-02,9.715568e-03,4.876562e-04,1.05150,-0.06613,0.62407,7,4.39140
10.6500,13.16865,8.49014,0.51337,13.45313,7.70075,0.26045,13.11291,8.46440,0.47179,1.340811e-02,9.748952e-03,4.876562e-04,1.03800,-0.33447,0.50929,9,4.18371
10.7000,13.21831,8.51813,0.51337,13.50623,7.71490,0.24630,13.16005,8.49283,0.46123,1.345899e-02,9.784550e-03,4.876562e-04,1.09900,-0.28290,0.53122,3,4.33258
10.7500,13.26796,8.54612,0.51337,13.56161,7.72882,0.24964,13.21194,8.51680,0.46307,1.351057e-02,9.821731e-03,4.876562e-04,1.14200,0.06681,0.43386,6,4.41572
10.8000,13.31761,8.57412,0.51337,13.62081,7.74392,0.24263,13.26558,8.54607,0.45810,1.356298e-02,9.862348e-03,4.876562e-04,1.22200,-0.14036,0.49792,6,4.15670
10.8500,13.36726,8.60211,0.51337,13.66983,7.75605,0.26655,13.31301,8.56427,0.47774,1.361319e-02,9.893880e-03,4.876562e-04,1.01000,0.47845,0.39423,9,4.30772
10.9000,13.41692,8.63010,0.51337,13.72405,7.77085,0.26278,13.36156,8.59273,0.47669,1.366422e-02,9.930660e-03,4.876562e-04,1.12400,-0.07527,0.52961,11,4.14035
10.9500,13.46657,8.65810,0.51337,13.77936,7.78573,0.24596,13.40964,8.62444,0.46547,1.371551e-02,9.968323e-03,4.876562e-04,1.14550,-0.33651,0.57477,6,3.73404
11.0000,13.51622,8.68609,0.51337,13.83634,7.80003,0.25497,13.46259,8.64994,0.47359,1.376737e-02,1.000701e-02,4.876562e-04,1.17500,0.18020,0.45626,4,4.09949
11.0500,13.56587,8.71408,0.51337,13.89394,7.81505,0.26234,13.51305,8.68195,0.48595,1.381923e-02,1.004652e-02,4.876562e-04,1.19050,0.14748,0.58329,9,4.13038
11.1000,13.61553,8.74208,0.51337,13.95172,7.83056,0.28391,13.56575,8.71027,0.50791,1.387093e-02,1.008655e-02,4.876562e-04,1.19650,0.43133,0.51552,8,4.10435
11.1500,13.66518,8.77007,0.51337,14.00589,7.84637,0.26600,13.61355,8.74061,0.49297,1.392134e-02,1.012419e-02,4.876562e-04,1.12850,-0.35817,0.55086,6,4.14429
11.2000,13.71483,8.79806,0.51337,14.06349,7.86206,0.25611,13.66691,8.76739,0.48157,1.397287e-02,1.016427e-02,4.876562e-04,1.19400,-0.19788,0.45217,7,3.96319
11.2500,13.76448,8.82606,0.51337,14.11853,7.87648,0.26975,13.71727,8.79388,0.49534,1.402400e-02,1.020175e-02,4.876562e-04,1.13800,0.27279,0.49799,6,4.03918
11.3000,13.81414,8.85405,0.51337,14.17337,7.89164,0.26846,13.76769,8.82023,0.49334,1.407482e-02,1.023953e-02,4.876562e-04,1.13800,-0.02575,0.47947,6,3.87507
11.3500,13.86379,8.88204,0.51337,14.23031,7.90730,0.27142,13.81815,8.85116,0.49933,1.412620e-02,1.027908e-02,4.876562e-04,1.18100,0.05930,0.55832,4,3.81439
11.4000,13.91344,8.91004,0.51337,14.28903,7.92364,0.28734,13.87221,8.87929,0.51418,1.417792e-02,1.032035e-02,4.876562e-04,1.21900,0.31829,0.49339,6,3.80733
11.4500,13.96309,8.93803,0.51337,14.34472,7.94010,0.25579,13.92168,8.90994,0.48475,1.422862e-02,1.035952e-02,4.876562e-04,1.16150,-0.63099,0.52600,4,4.02687
11.5000,14.01275,8.96602,0.51337,14.40016,7.95460,0.26850,13.97211,8.93714,0.49797,1.427978e-02,1.039742e-02,4.876562e-04,1.14600,0.25423,0.50793,10,3.74672
11.5500,14.06240,8.99402,0.51337,14.45644,7.97008,0.26317,14.02383,8.96421,0.49182,1.433092e-02,1.043651e-02,4.876562e-04,1.16750,-0.10653,0.47575,11,3.65288
11.6000,14.11205,9.02201,0.51337,14.51099,7.98478,0.26524,14.07490,8.98847,0.49142,1.438174e-02,1.047389e-02,4.876562e-04,1.13000,0.04124,0.44348,8,3.71824
11.6500,14.16170,9.05000,0.51337,14.56313,7.99895,0.28414,14.12551,9.00833,0.50459,1.443198e-02,1.050915e-02,4.876562e-04,1.08050,0.37811,0.39263,7,3.78012
11.7000,14.21136,9.07800,0.51337,14.61801,8.01497,0.29938,14.17607,9.03500,0.51884,1.448268e-02,1.054736e-02,4.876562e-04,1.14350,0.30485,0.49949,7,3.86381
11.7500,14.26101,9.10599,0.51337,14.66660,8.02997,0.28760,14.21978,9.06106,0.50791,1.453148e-02,1.058062e-02,4.876562e-04,1.01700,-0.23573,0.52471,6,3.67948
11.8000,14.31066,9.13398,0.51337,14.71503,8.04429,0.31298,14.26519,9.08320,0.53081,1.458047e-02,1.061334e-02,4.876562e-04,1.01000,0.50762,0.48223,7,3.71469
11.8500,14.36031,9.16198,0.51337,14.76878,8.06169,0.30317,14.31414,9.11138,0.52056,1.463038e-02,1.065153e-02,4.876562e-04,1.13000,-0.19615,0.51202,5,3.74643
11.9000,14.40997,9.18997,0.51337,14.82774,8.08013,0.28274,14.36913,9.13950,0.49745,1.468189e-02,1.069384e-02,4.876562e-04,1.23550,-0.40856,0.44510,5,3.66496
11.9500,14.45962,9.21796,0.51337,14.88106,8.09562,0.26920,14.41617,9.16927,0.48728,1.473235e-02,1.073050e-02,4.876562e-04,1.11050,-0.27078,0.55308,7,3.68210
12.0000,14.50927,9.24596,0.51337,14.93608,8.11080,0.26911,14.46553,9.19799,0.48924,1.478341e-02,1.076823e-02,4.876562e-04,1.14150,-0.00183,0.52929,4,3.62358
12.0500,14.55892,9.27395,0.51337,14.99161,8.12612,0.27537,14.51513,9.22738,0.49789,1.483456e-02,1.080645e-02,4.876562e-04,1.15200,0.12515,0.54445,4,3.45156
12.1000,14.60858,9.30194,0.51337,15.04557,8.14137,0.26666,14.56371,9.25544,0.49050,1.488515e-02,1.084357e-02,4.876562e-04,1.12150,-0.17412,0.51613,7,3.53153
12.1500,14.65823,9.32994,0.51337,15.09846,8.15581,0.26302,14.61188,9.28162,0.48723,1.493560e-02,1.087949e-02,4.876562e-04,1.09650,-0.07279,0.49448,4,3.47568
12.2000,14.70788,9.35793,0.51337,15.15188,8.17020,0.27567,14.65757,9.31349,0.50601,1.498624e-02,1.091575e-02,4.876562e-04,1.10650,0.25285,0.62584,9,3.47193
12.2500,14.75753,9.38592,0.51337,15.20403,8.18495,0.28688,14.70602,9.33782,0.51522,1.503619e-02,1.095150e-02,4.876562e-04,1.08400,0.22427,0.47615,6,3.57101
12.3000,14.80719,9.41392,0.51337,15.26292,8.20232,0.27527,14.75747,9.37175,0.50740,1.508772e-02,1.099339e-02,4.876562e-04,1.22800,-0.23223,0.58122,6,3.27595
12.3500,14.85684,9.44191,0.51337,15.31927,8.21824,0.26767,14.80846,9.40054,0.50015,1.513872e-02,1.103277e-02,4.876562e-04,1.17100,-0.15206,0.50703,5,3.46923
12.4000,14.90649,9.46990,0.51337,15.37913,8.23466,0.26971,14.86345,9.42934,0.50121,1.519074e-02,1.107497e-02,4.876562e-04,1.24150,0.04090,0.48197,5,3.39459
12.4500,14.95614,9.49790,0.51337,15.42826,8.24824,0.26328,14.90535,9.45903,0.50012,1.524001e-02,1.110791e-02,4.876562e-04,1.01950,-0.12866,0.60438,6,3.29934
12.5000,15.00580,9.52589,0.51337,15.47898,8.26191,0.26752,14.95163,9.48388,0.50401,1.528968e-02,1.114213e-02,4.876562e-04,1.05050,0.08485,0.49723,7,3.21486
12.5500,15.05545,9.55388,0.51337,15.54044,8.27875,0.26407,15.00784,9.51389,0.49977,1.534204e-02,1.118574e-02,4.876562e-04,1.27450,-0.06909,0.48435,5,3.27248
12.6000,15.10510,9.58188,0.51337,15.59640,8.29389,0.28009,15.06138,9.53678,0.51078,1.539306e-02,1.122450e-02,4.876562e-04,1.15950,0.32052,0.41292,9,3.30904
12.6500,15.15475,9.60987,0.51337,15.65073,8.30951,0.28428,15.11073,9.56433,0.51488,1.544349e-02,1.126229e-02,4.876562e-04,1.13050,0.08379,0.51325,8,3.20674
12.7000,15.20441,9.63786,0.51337,15.70640,8.32578,0.28703,15.16379,9.58815,0.51277,1.549420e-02,1.130138e-02,4.876562e-04,1.16000,0.05497,0.41794,5,3.10889
12.7500,15.25406,9.66586,0.51337,15.75891,8.34128,0.28234,15.20785,9.62172,0.51497,1.554413e-02,1.133774e-02,4.876562e-04,1.09500,-0.09376,0.64942,10,3.11124
12.8000,15.30371,9.69385,0.51337,15.81526,8.35763,0.26689,15.25877,9.65087,0.49979,1.559501e-02,1.137739e-02,4.876562e-04,1.17350,-0.30895,0.50492,4,3.24190
12.8500,15.35336,9.72185,0.51337,15.87051,8.37273,0.27123,15.31013,9.67632,0.50208,1.564587e-02,1.141557e-02,4.876562e-04,1.14550,0.08671,0.46210,9,3.05429
12.9000,15.40302,9.74984,0.51337,15.92581,8.38811,0.26857,15.35896,9.70667,0.50221,1.569671e-02,1.145389e-02,4.876562e-04,1.14800,-0.05316,0.55670,7,3.04223
12.9500,15.45267,9.77783,0.51337,15.98060,8.40319,0.27605,15.40753,9.73629,0.51202,1.574741e-02,1.149174e-02,4.876562e-04,1.13650,0.14962,0.55743,6,2.90496
13.0000,15.50232,9.80583,0.51337,16.03512,8.41864,0.28229,15.45908,9.76013,0.51423,1.579785e-02,1.152968e-02,4.876562e-04,1.13350,0.12481,0.43563,7,3.03378
13.0500,15.55197,9.83382,0.51337,16.09040,8.43467,0.26503,15.50883,9.78910,0.49765,1.584847e-02,1.156838e-02,4.876562e-04,1.15100,-0.34523,0.51094,7,2.95062
13.1000,15.60163,9.86181,0.51337,16.14524,8.44955,0.27557,15.56000,9.81397,0.50586,1.589927e-02,1.160614e-02,4.876562e-04,1.13650,0.21071,0.46053,5,2.99393
13.1500,15.65128,9.88981,0.51337,16.20377,8.46610,0.25694,15.61165,9.84629,0.49015,1.595090e-02,1.164740e-02,4.876562e-04,1.21650,-0.37245,0.54696,6,2.84619
13.2000,15.70093,9.91780,0.51337,16.25334,8.47913,0.25430,15.65523,9.87340,0.49058,1.600048e-02,1.168031e-02,4.876562e-04,1.02500,-0.05292,0.55049,5,2.95928
13.2500,15.75058,9.94579,0.51337,16.31300,8.49463,0.25341,15.71007,9.90160,0.48882,1.605261e-02,1.172196e-02,4.876562e-04,1.23300,-0.01777,0.47188,8,2.84937
13.3000,15.80024,9.97379,0.51337,16.36550,8.50823,0.25818,15.75877,9.92554,0.49203,1.610295e-02,1.175734e-02,4.876562e-04,1.08450,0.09540,0.46163,7,2.78826
13.3500,15.84989,10.00178,0.51337,16.42455,8.52382,0.26435,15.81242,9.95472,0.49854,1.615491e-02,1.179855e-02,4.876562e-04,1.22150,0.12338,0.50511,6,2.77627
13.4000,15.89954,10.02977,0.51337,16.48065,8.53901,0.25786,15.86163,9.98591,0.49551,1.620601e-02,1.183743e-02,4.876562e-04,1.16250,-0.12974,0.56305,8,2.79143
13.4500,15.94919,10.05777,0.51337,16.53623,8.55367,0.25432,15.91137,10.01474,0.49351,1.625701e-02,1.187569e-02,4.876562e-04,1.14950,-0.07079,0.52355,4,2.75412
13.5000,15.99885,10.08576,0.51337,16.59074,8.56784,0.26028,15.96167,10.04014,0.49816,1.630777e-02,1.191294e-02,4.876562e-04,1.12650,0.11905,0.47259,7,2.82357
13.5500,16.04850,10.11375,0.51337,16.64092,8.58120,0.28628,16.00828,10.06312,0.52227,1.635734e-02,1.194661e-02,4.876562e-04,1.03850,0.52002,0.48552,7,2.73948
13.6000,16.09815,10.14175,0.51337,16.70011,8.59862,0.28375,16.06109,10.09512,0.52100,1.640885e-02,1.198892e-02,4.876562e-04,1.23400,-0.05055,0.54542,9,2.86823
